siec,unit,geo\time	2021M04 	2021M03 	2021M02 	2021M01 	2020M12 	2020M11 	2020M10 	2020M09 	2020M08 	2020M07 	2020M06 	2020M05 	2020M04 	2020M03 	2020M02 	2020M01 	2019M12 	2019M11 	2019M10 	2019M09 	2019M08 	2019M07 	2019M06 	2019M05 	2019M04 	2019M03 	2019M02 	2019M01 	2018M12 	2018M11 	2018M10 	2018M09 	2018M08 	2018M07 	2018M06 	2018M05 	2018M04 	2018M03 	2018M02 	2018M01 	2017M12 	2017M11 	2017M10 	2017M09 	2017M08 	2017M07 	2017M06 	2017M05 	2017M04 	2017M03 	2017M02 	2017M01 	2016M12 	2016M11 	2016M10 	2016M09 	2016M08 	2016M07 	2016M06 	2016M05 	2016M04 	2016M03 	2016M02 	2016M01 
CF_NR,GWH,UK	: 	: 	: 	: 	: 	: 	473.786 	443.538 	461.206 	474.860 	483.163 	502.313 	472.598 	547.703 	512.155 	544.051 	509.098 	465.805 	477.204 	438.135 	468.724 	461.249 	459.544 	457.228 	431.139 	479.397 	426.983 	473.306 	447.792 	428.542 	455.171 	430.204 	460.247 	435.958 	449.684 	476.159 	440.324 	482.571 	444.180 	494.837 	478.509 	448.551 	471.927 	424.369 	444.680 	442.745 	423.044 	425.143 	400.447 	450.915 	411.770 	441.821 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_R,GWH,AL	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_R,GWH,AT	: 	223.959 	215.044 	261.655 	270.848 	217.140 	220.961 	227.160 	226.927 	218.805 	198.625 	211.815 	223.680 	239.181 	219.497 	234.055 	198.580 	192.316 	162.255 	204.098 	210.668 	215.282 	207.302 	209.655 	215.338 	217.640 	195.751 	217.557 	241.364 	211.277 	196.507 	219.732 	214.046 	202.459 	201.477 	192.838 	199.743 	220.231 	201.678 	217.193 	213.074 	183.302 	195.543 	224.947 	206.402 	217.369 	203.094 	196.017 	189.809 	210.805 	190.172 	203.386 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_R,GWH,BA	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_R,GWH,BE	: 	368.509 	287.549 	382.474 	417.925 	388.518 	238.699 	365.549 	388.299 	397.445 	385.674 	411.625 	398.784 	425.258 	266.941 	449.589 	421.290 	422.879 	349.659 	372.527 	405.310 	398.308 	404.774 	264.097 	268.447 	354.919 	382.777 	454.220 	405.292 	431.808 	361.750 	361.688 	405.276 	433.118 	432.219 	352.810 	377.748 	394.455 	395.774 	448.874 	468.445 	453.746 	419.566 	379.609 	422.343 	391.052 	404.407 	428.903 	399.358 	419.812 	424.533 	459.722 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_R,GWH,BG	: 	176.132 	139.170 	137.777 	172.392 	186.778 	172.860 	166.128 	126.904 	117.695 	63.370 	37.530 	31.877 	40.344 	33.594 	143.953 	112.333 	99.868 	130.672 	90.039 	121.019 	115.248 	70.287 	81.416 	61.673 	88.847 	106.852 	127.564 	44.647 	31.976 	36.867 	35.664 	35.898 	31.979 	30.194 	38.600 	34.375 	32.511 	30.996 	31.869 	30.993 	29.015 	27.498 	30.046 	28.986 	29.967 	30.498 	32.042 	29.562 	23.254 	20.162 	21.586 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_R,GWH,CY	: 	3.699 	3.300 	3.841 	3.384 	3.230 	3.482 	3.186 	3.258 	3.613 	3.614 	3.889 	3.908 	3.966 	3.529 	3.601 	3.720 	3.544 	3.232 	2.912 	2.924 	2.571 	3.058 	3.211 	3.237 	3.434 	2.998 	2.924 	3.215 	2.909 	2.879 	2.530 	2.402 	2.672 	2.897 	3.212 	3.518 	3.628 	3.084 	3.157 	3.455 	3.163 	2.984 	2.704 	2.655 	2.792 	3.065 	3.322 	3.255 	3.170 	2.846 	3.085 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_R,GWH,CZ	: 	418.862 	374.969 	424.756 	441.734 	422.325 	392.103 	398.066 	399.281 	377.975 	390.216 	400.469 	392.327 	415.930 	379.845 	415.378 	434.930 	404.700 	394.855 	395.377 	394.414 	367.227 	343.557 	386.464 	387.157 	408.400 	350.757 	386.229 	399.542 	380.166 	365.822 	368.554 	349.378 	359.809 	374.186 	376.039 	375.601 	388.426 	348.943 	388.464 	399.749 	390.016 	357.506 	374.746 	391.187 	353.543 	378.672 	408.007 	393.584 	406.524 	354.008 	384.358 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_R,GWH,DE	: 	1443.544 e	1320.474 e	1455.337 e	1478.342 e	1392.570 e	1374.377 e	1311.953 e	1367.536 e	1374.008 e	1321.033 e	1354.428 e	1323.484 e	1392.619 e	1371.217 e	1437.314 e	1439.676 e	1336.627 e	1382.217 e	1285.177 e	1353.361 e	1329.567 e	1333.276 e	1333.329 e	1328.865 e	1346.001 e	1406.014 e	1403.228 e	1444.305 e	1371.228 e	1399.138 e	1313.596 e	1394.527 e	1358.529 e	1321.397 e	1401.659 e	1322.213 e	1389.207 e	1329.318 e	1437.722 e	1391.127 e	1302.345 e	1298.133 e	1250.492 e	1279.440 e	1260.446 e	1219.522 e	1265.455 e	1287.516 e	1314.747 e	1269.402 e	1355.057 e	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_R,GWH,DK	: 	660.832 	675.001 	783.988 	503.613 	425.315 	297.657 	266.489 	190.588 	152.718 	231.659 	228.395 	341.423 	472.485 	491.834 	593.544 	612.604 	556.008 	421.859 	228.671 	226.270 	242.067 	166.786 	283.956 	369.671 	502.036 	509.383 	612.810 	547.929 	495.521 	391.670 	168.907 	120.852 	124.228 	132.843 	223.650 	412.301 	617.614 	587.221 	614.920 	576.881 	504.983 	359.111 	249.307 	192.297 	171.892 	198.880 	300.989 	477.695 	544.630 	498.507 	542.267 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_R,GWH,EA19	: 	: 	5210.865 	5764.980 	5608.166 	5046.716 	4766.522 	4644.097 	4800.814 	4599.614 	4348.687 	4831.093 	4944.416 	5363.838 	4699.584 	5068.085 	5179.624 	4962.113 	4556.827 	4101.656 	4595.600 	4408.496 	4275.506 	4268.300 	4441.859 	5063.110 	4703.305 	5165.746 	5210.526 	4831.414 	4568.211 	4461.367 	4542.590 	4546.835 	4288.742 	4413.541 	4617.813 	4970.356 	4750.473 	5050.247 	4744.996 	4581.985 	4290.066 	4069.528 	4162.619 	4135.273 	3992.070 	4149.518 	4220.688 	4506.880 	4327.594 	4875.677 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_R,GWH,EE	: 	121.638 	87.230 	99.786 	101.659 	90.860 	96.900 	78.656 	124.500 	87.600 	83.913 	96.686 	95.464 	111.547 	87.785 	98.852 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_R,GWH,EL	: 	40.238 	35.262 	41.269 	41.082 	39.888 	107.755 	110.508 	103.069 	101.485 	99.598 	109.334 	106.792 	112.445 	105.517 	115.407 	110.815 	108.868 	106.795 	97.671 	97.291 	101.859 	99.181 	100.011 	103.578 	110.678 	98.262 	107.812 	98.999 	93.484 	103.458 	98.501 	94.819 	104.394 	102.429 	102.097 	104.003 	107.392 	94.655 	111.482 	112.069 	104.833 	108.101 	104.570 	105.003 	107.300 	91.842 	107.405 	100.705 	108.269 	99.604 	113.795 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_R,GWH,ES	: 	431.519 	432.882 	449.243 	497.960 	474.747 	486.584 	468.908 	445.561 	392.105 	421.842 	422.725 	365.016 	407.340 	407.655 	399.624 	375.071 	383.716 	387.808 	379.767 	400.271 	406.941 	362.954 	333.123 	353.050 	389.297 	354.854 	378.079 	383.719 	362.224 	378.653 	398.827 	398.461 	403.854 	371.718 	327.848 	313.814 	347.569 	369.824 	374.739 	313.241 	307.709 	310.945 	310.011 	325.826 	343.853 	312.192 	298.656 	241.175 	269.580 	289.649 	327.173 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_R,GWH,EU27_2020	: 	: 	8397.815 	9441.971 	8854.582 	7960.623 	7407.336 	7025.840 	6969.446 	6612.411 	6479.225 	7112.355 	7295.132 	8259.252 	7517.480 	8375.488 	8598.083 	8119.670 	7336.076 	6334.957 	6833.457 	6671.242 	6304.051 	6628.665 	7183.291 	8241.460 	7670.452 	8588.759 	8450.227 	7790.714 	7090.892 	6454.582 	6412.887 	6407.018 	6190.331 	6474.051 	7048.120 	7818.985 	7552.114 	8045.883 	7718.015 	7321.225 	6657.557 	6045.212 	6146.882 	5921.574 	5934.627 	6426.159 	6942.559 	7468.281 	7080.631 	7847.178 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_R,GWH,EU28	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	11502.506 	11799.168 	11103.835 	9704.343 	8734.786 	9382.490 	9201.250 	8833.026 	9301.357 	9492.082 	10803.857 	9925.225 	11200.377 	11216.860 	10467.640 	9919.580 	8974.820 	8972.444 	8729.073 	8449.813 	9101.279 	9411.260 	10234.807 	9544.626 	10106.155 	10049.693 	9575.822 	8472.577 	7902.979 	8605.139 	8365.747 	7871.991 	9039.810 	9220.288 	10081.313 	9482.124 	9965.531 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_R,GWH,FI	: 	1062.000 	1137.000 	1197.000 	1077.000 	854.000 	731.000 	663.000 	710.000 	594.000 	626.000 	794.000 	901.000 	1010.000 	780.000 	995.000 	1086.000 	1047.000 	1003.000 	754.000 	810.000 	827.000 	755.000 	903.000 	1039.000 	1218.000 	1142.000 	1362.000 	1375.000 	1198.000 	1104.000 	905.000 	883.000 	840.000 	768.000 	769.000 	978.000 	1215.000 	1141.000 	1167.000 	1141.000 	1091.000 	966.000 	720.000 	675.000 	701.000 	692.000 	787.000 	941.000 	1079.000 	1025.000 	1067.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_R,GWH,FR	186.783 e	331.687 e	291.080 e	266.363 e	222.274 e	200.880 e	153.514 e	144.578 e	156.913 e	171.242 e	159.425 e	202.741 e	361.135 e	307.581 e	253.442 e	221.458 e	253.294 e	203.564 e	172.758 e	190.758 e	294.904 e	187.168 e	192.658 e	219.608 e	209.123 e	421.944 e	261.328 e	258.427 e	298.122 e	241.103 e	177.369 e	262.301 e	222.907 e	232.069 e	221.738 e	381.380 e	390.815 e	332.398 e	301.465 e	336.655 e	208.730 	246.072 	137.926 	194.499 	215.445 	216.139 	220.030 	177.983 	144.005 	191.848 	157.945 	176.636 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_R,GWH,GE	: 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	0.000 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_R,GWH,HR	: 	76.573 	70.238 	78.860 	81.115 	75.167 	75.488 	71.443 	65.762 	68.383 	67.090 	75.815 	69.444 	71.010 	65.388 	70.502 	72.718 	68.832 	66.177 	63.982 	65.547 	62.955 	66.125 	67.176 	58.010 	64.255 	55.817 	59.929 	62.635 	53.909 	58.032 	53.599 	48.404 	46.064 	46.288 	46.493 	46.501 	53.555 	42.210 	45.884 	44.465 	42.012 	43.628 	40.690 	39.254 	33.549 	36.092 	36.134 	35.831 	39.761 	34.898 	38.357 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_R,GWH,HU	: 	176.621 	145.608 	152.802 	182.504 	186.023 	189.976 	157.029 	159.284 	156.963 	151.696 	146.884 	125.087 	128.766 	116.314 	115.460 	151.099 	149.566 	147.603 	155.492 	141.660 	172.907 	149.597 	139.346 	157.487 	182.873 	156.961 	149.498 	147.033 	192.862 	195.923 	177.886 	182.191 	182.321 	161.795 	151.195 	154.644 	143.511 	121.676 	156.661 	263.207 	141.569 	150.294 	116.791 	148.063 	143.424 	125.831 	155.495 	155.527 	143.892 	109.190 	126.048 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
CF_R,GWH,IE	42.876 	45.099 	36.508 	44.490 	36.779 	35.686 	33.808 	42.498 	42.866 	44.470 	32.942 	39.933 	41.849 	42.760 	38.875 	41.462 	45.957 	49.819 	34.084 	29.378 	38.084 	33.383 	36.805 	37.763 	38.454 	29.833 	36.382 	22.914 	41.642 	39.106 	37.726 	32.676 	25.799 	42.250 	37.600 	39.333 	33.079 	30.570 	31.659 	17.773 	20.575 	19.606 	17.384 	20.153 	22.584 	22.130 	19.840 	17.603 	20.443 	20.689 	17.959 	21.416 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 	: 
